timestamp,open,high,low,close,volume
2025-11-03,106767.96027114004,106767.96027114004,106436.50508904328,106436.50508904328,149710335517.3937
2025-11-03,106767.96027114005,106767.96027114005,106436.50508904329,106436.50508904329,149710335517.3937
2025-11-04,106521.0867382576,107031.07828710615,99607.01075510254,101168.08182774446,2051826131750.163
2025-11-04,106521.08673825761,107031.07828710617,99607.01075510254,101168.08182774446,2051826131750.163
2025-11-05,101480.76659609628,104346.43586243482,100550.26711207266,103731.59710288853,2623694596265.1694
2025-11-05,101480.76659609629,104346.43586243482,100550.26711207266,103731.59710288851,2623694596265.1694
2025-11-06,103877.9596595516,103932.89522342409,100899.8165720252,101313.8489480824,1531547610522.4
2025-11-06,103877.95965955159,103932.89522342409,100899.81657202521,101313.84894808239,1531547610522.4
2025-11-07,101322.6402945857,103697.33774117324,99376.95023489368,103679.45665090725,1888002457610.361
2025-11-07,101322.6402945857,103697.33774117324,99376.95023489367,103679.45665090723,1888002457610.361
2025-11-08,103396.084215925,103396.084215925,101704.4483335384,102371.4061315383,1840034881348.1216
2025-11-08,103396.084215925,103396.084215925,101704.4483335384,102371.4061315383,1840034881348.1218
2025-11-09,102290.13714655169,104763.27899819663,101645.1231585367,104752.950539359,1212621666182.1982
2025-11-09,102290.13714655167,104763.27899819663,101645.1231585367,104752.95053935901,1212621666182.1982
2025-11-10,104709.67861656273,106437.47072004834,104709.67861656273,105962.3774103312,1675491005308.223
2025-11-10,104709.67861656273,106437.47072004834,104709.67861656273,105962.37741033119,1675491005308.223
2025-11-11,105951.49599987874,106562.39225208404,102667.41045135184,103054.46565583264,1681478942681.9607
2025-11-11,105951.49599987874,106562.39225208403,102667.41045135185,103054.46565583264,1681478942681.9607
2025-11-12,103112.21006199118,105022.75744131194,101260.93984772495,101913.3933023448,1500490297613.8545
2025-11-12,103112.21006199118,105022.75744131194,101260.93984772496,101913.3933023448,1500490297613.8545
2025-11-13,101633.69431605682,103690.14874445791,98191.1935047109,99564.31976292176,1869794614725.3823
2025-11-13,101633.69431605682,103690.14874445793,98191.1935047109,99564.31976292176,1869794614725.3823
2025-11-14,99480.30709081261,99577.62299959856,94283.3183775619,95035.6962076555,2761994224898.071
2025-11-14,99480.3070908126,99577.62299959856,94283.3183775619,95035.6962076555,2761994224898.071
2025-11-15,94456.39368235336,96298.38479151065,94456.39368235336,95462.10254025694,2109272105219.5889
2025-11-15,94456.39368235337,96298.38479151065,94456.39368235337,95462.10254025694,2109272105219.5886
2025-11-16,95508.31019889197,96389.5455878607,93433.66694390765,93901.72469574874,1266994884509.193
2025-11-16,95508.31019889197,96389.5455878607,93433.66694390764,93901.72469574874,1266994884509.193
2025-11-17,94411.32947182967,95608.1449811907,91640.14882690794,92134.03937002398,1977085187821.334
2025-11-17,94411.32947182968,95608.1449811907,91640.14882690794,92134.03937002398,1977085187821.334
2025-11-18,92036.7255045672,93403.70885600006,89455.50494356749,93145.7577097744,2727818443865.145
2025-11-19,92819.75921500899,92819.75921500899,88762.88762887781,90392.70214748924,1963017058712.237
2025-11-19,92819.759215009,92819.759215009,88762.88762887781,90392.70214748924,1963017058712.237
2025-11-20,91408.3573343969,92570.04745042275,86381.8144325911,87734.6972205648,2121022303396.4329
2025-11-20,91408.3573343969,92570.04745042276,86381.8144325911,87734.6972205648,2121022303396.4329
2025-11-21,86649.97257918229,87272.32453457452,82175.40356149618,84164.15221203933,2944379411325.116
2025-11-22,85087.95256265256,85095.90189021763,83573.94937207477,85095.90189021763,2189319572443.6775
2025-11-22,85087.95256265256,85095.90189021763,83573.94937207477,85095.90189021763,2189319572443.6772
2025-11-23,84675.50764856212,87856.91104466101,84675.50764856212,87854.91896866458,1137830832576.4893
2025-11-24,86783.84766839583,89111.75024576523,85953.91955751604,88631.71085966966,1668230314609.3623
2025-11-25,88229.35740719768,88416.26556192817,86396.68263644705,87594.72411303585,1715000202206.7244
2025-11-26,87310.33159950442,90249.96897580563,86597.45451490527,90249.96897580563,1548521346809.999
2025-11-26,87310.33159950442,90249.96897580565,86597.45451490527,90249.96897580565,1548521346809.999
2025-11-27,90474.22677969698,91804.82094206505,90443.99930725468,91312.76899397155,1737649296870.1592
2025-11-27,90474.22677969698,91804.82094206504,90443.99930725468,91312.76899397156,1737649296870.1592
2025-11-28,91323.62827620257,92346.3518191028,90669.96401023648,91127.20612080491,1351791727545.4995
2025-11-28,91323.62827620257,92346.3518191028,90669.96401023648,91127.20612080493,1351791727545.4995
2025-11-29,90904.86767344688,91040.54640850972,90475.97662592628,90788.7597853794,1264718117446.9744
2025-11-29,90904.86767344689,91040.54640850973,90475.97662592627,90788.7597853794,1264718117446.9744
2025-11-30,90841.45258193677,91814.62353308922,90802.75505671403,91159.28211972128,946354408167.579
2025-11-30,90841.45258193676,91814.62353308922,90802.75505671404,91159.28211972128,946354408167.579
2025-12-01,90359.86873169734,90359.86873169734,84553.51608407828,86642.17601166596,1677846424135.7566
2025-12-02,86281.49519776918,92003.14962051474,86281.49519776918,91972.84712515515,1914113818186.2205
2025-12-03,91320.07942505727,93748.59078386276,91320.07942505727,93717.47149577878,2071781690637.0881
2025-12-03,91320.07942505728,93748.59078386276,91320.07942505728,93717.47149577878,2071781690637.088
2025-12-04,93428.59451478458,93855.83582607246,92053.41845475078,92349.58095934307,1792194547160.773
2025-12-05,92140.70419795791,92527.8315926902,88838.81256963374,89246.76255414792,1199128143009.6682
2025-12-05,92140.70419795792,92527.8315926902,88838.81256963374,89246.76255414792,1199128143009.6682
2025-12-06,89307.09154512963,90081.81117280423,89301.79183131723,89301.79183131723,996483074035.5739
2025-12-06,89307.09154512963,90081.81117280424,89301.79183131723,89301.79183131723,996483074035.574
2025-12-07,89244.7620814118,91432.38872266383,88202.39414470572,89669.56280777082,609382182829.9404
2025-12-07,89244.7620814118,91432.38872266385,88202.39414470572,89669.56280777082,609382182829.9404
2025-12-08,90398.44875659447,92130.30140568636,89841.06111713321,90858.05062091615,1033444793920.5066
2025-12-08,90398.44875659449,92130.30140568635,89841.06111713321,90858.05062091617,1033444793920.5066
2025-12-09,90626.03734312119,94267.1832941627,89908.32646008272,92790.20448989807,1122162141811.426
2025-12-09,90626.0373431212,94267.1832941627,89908.32646008272,92790.20448989808,1122162141811.426
2025-12-10,92686.10402025313,92991.94802108228,91801.71806295244,92541.97526271449,1252495083602.175
2025-12-10,92686.10402025311,92991.94802108228,91801.71806295244,92541.97526271448,1252495083602.175
2025-12-11,92005.13714957413,93042.43802644171,89463.2323445275,92243.5394501412,1334299965434.4365
2025-12-11,92005.13714957412,93042.43802644173,89463.2323445275,92243.5394501412,1334299965434.4363
2025-12-12,92494.17691640416,92584.46652311605,89947.35621835101,90323.07179560263,1358565722432.5125
2025-12-12,92494.17691640415,92584.46652311603,89947.35621835101,90323.07179560265,1358565722432.5125
2025-12-13,90307.26028567803,90601.31912456751,90056.9602943351,90170.685696021,1321283269003.355
2025-12-13,90307.26028567804,90601.31912456753,90056.9602943351,90170.685696021,1321283269003.355
2025-12-14,90253.11813342397,90357.27452201652,88291.27423697856,88291.27423697856,947209957616.6796
2025-12-14,90253.11813342397,90357.27452201652,88291.27423697856,88291.27423697856,947209957616.6797
2025-12-15,88230.77409367911,89869.01773202233,85704.70802098143,86115.3087389092,945869446129.1403
2025-12-15,88230.77409367911,89869.01773202233,85704.70802098143,86115.3087389092,945869446129.1404
2025-12-16,86413.22138097929,87882.79494072369,85814.24822225161,87752.71363044197,1243832244690.1453
2025-12-17,87719.68139798648,89605.99206418035,85809.17338229857,86219.03175601113,1087144184635.86
2025-12-17,87719.68139798648,89605.99206418035,85809.17338229857,86219.03175601113,1087144184635.8599
2025-12-18,86196.82137334664,88864.61364522365,84581.28337226612,85515.31133068129,1230136671978.0188
2025-12-19,85450.3312009302,88241.70207869307,85260.28735713419,88241.70207869307,1459356740622.1465
2025-12-20,88103.86075721023,88288.45846354128,87944.87887946366,88288.45846354128,855309680789.3414
2025-12-21,88347.94310567998,88948.66417291677,87655.16418543628,88466.39336921231,445334782180.6005
2025-12-22,88672.32967904503,90168.94448705533,88035.95554969124,88604.74504931869,769829497226.5415
2025-12-22,88672.32967904503,90168.94448705531,88035.95554969124,88604.74504931869,769829497226.5415
2025-12-23,88491.12020788102,88741.53847338387,87152.73628745983,87350.51606204086,1024725625080.037
2025-12-24,87496.14669239183,87941.71251768363,86744.95439499128,87941.71251768363,932313688108.0964
2025-12-24,87496.14669239183,87941.71251768363,86744.95439499128,87941.71251768363,932313688108.0963
2025-12-25,87589.01664996856,88309.93822214384,87352.86585433579,87535.27743569968,577831554108.8468
2025-12-26,87192.23473670239,89180.44167406879,87065.33825537036,87457.38330543491,914982295416.9932
2025-12-27,87305.95655961394,87610.047999887,87305.95655961394,87534.30577163116,708880682597.5254
2025-12-28,87807.003210775,87873.96066542523,87464.64355756478,87873.96066542523,382653701624.1726
2025-12-29,87867.03943448896,90064.22491132967,87165.57156330097,87283.31328161011,941174807532.0294
2025-12-30,87154.68240604762,88957.43651898901,86979.26380079919,88352.70423735311,1005944880329.7742
2025-12-31,88363.72223633934,88880.0117664658,87409.55958069453,87568.19306011873,911972729824.5203
2025-12-31,88363.72223633934,88880.0117664658,87409.55958069453,87568.19306011873,911972729824.5204
2026-01-01,87517.2715407769,88587.34898899503,87483.89739989582,88587.34898899503,740409308296.3948
2026-01-02,88727.67004249741,90290.53065527705,88496.24888004114,90224.99850237134,791410861825.411
2026-01-02,88727.67004249741,90290.53065527703,88496.24888004114,90224.99850237134,791410861825.411
2026-01-03,89926.27924953419,90546.2336878092,89537.62578452252,90546.2336878092,988152383188.0641
2026-01-03,89926.27924953419,90546.2336878092,89537.62578452252,90546.2336878092,988152383188.064
2026-01-04,90593.85443180417,91537.88892858574,90593.85443180417,91138.83648319764,689210509408.7161
2026-01-04,90593.85443180415,91537.88892858574,90593.85443180415,91138.83648319764,689210509408.7161
2026-01-05,91373.21588108438,94420.78178379484,91373.21588108438,94172.16706203608,1028569077285.5012
2026-01-06,93864.98498443163,93864.98498443163,91544.95397613838,93215.17913540878,1259792510639.9248
2026-01-06,93864.98498443165,93864.98498443165,91544.95397613838,93215.17913540878,1259792510639.9248
2026-01-07,93646.72081123288,93646.72081123288,90795.41853741097,91109.197352891,1387933623604.2974
2026-01-07,93646.72081123287,93646.72081123287,90795.41853741097,91109.197352891,1387933623604.2974
2026-01-08,91279.56570116522,91326.27938978586,89799.62786464923,91144.08785249206,1132598088481.6904
2026-01-09,91006.17743088726,91516.64563560692,89875.94170610893,90501.12609798246,1075582012934.1876
2026-01-10,90513.10972085517,90706.43185761382,90337.1054410472,90363.86140473765,742799721115.8268
2026-01-10,90513.10972085517,90706.43185761382,90337.10544104721,90363.86140473763,742799721115.8268
2026-01-11,90442.01907847,90965.74726908172,90438.21120646724,90438.21120646724,359100191279.20416
2026-01-11,90442.01907847001,90965.74726908172,90438.21120646725,90438.21120646725,359100191279.20416
2026-01-12,90819.36598904192,92107.88075702584,90321.59538536768,91152.85062984926,856607267571.9635
2026-01-13,91134.96917951509,95724.3237495012,91030.83565948856,95724.3237495012,1143156354686.5557
2026-01-13,91134.96917951507,95724.32374950121,91030.83565948856,95724.32374950121,1143156354686.5557
2026-01-14,95260.4422971001,97538.10335919488,94736.55681509736,96918.06661667112,1692757617416.6296
2026-01-14,95260.4422971001,97538.10335919488,94736.55681509736,96918.06661667113,1692757617416.6296
2026-01-15,96933.52662115371,96990.84544456062,95250.98350977496,95576.10218873496,1571626216994.461
2026-01-15,96933.52662115372,96990.84544456062,95250.98350977496,95576.10218873496,1571626216994.461
2026-01-16,95584.82797878512,95702.89953328231,94564.21877756322,95457.21107120276,1203650705578.0654
2026-01-16,95584.82797878512,95702.89953328233,94564.21877756322,95457.21107120276,1203650705578.0654
2026-01-17,95519.80018265622,95519.80018265622,95020.13689435081,95136.14837565117,668096823043.5931
2026-01-17,95519.80018265622,95519.80018265622,95020.1368943508,95136.14837565116,668096823043.5931
2026-01-18,95096.89470884472,95419.04934250613,94923.58039482878,95419.04934250613,450540746536.1377
2026-01-18,95096.89470884472,95419.04934250611,94923.58039482878,95419.04934250611,450540746536.1377
2026-01-19,93635.807283206,93635.807283206,92489.44995410844,92565.40850219587,956322242380.2812
2026-01-19,93635.80728320601,93635.80728320601,92489.44995410845,92565.40850219587,956322242380.2811
2026-01-20,92558.76259206688,92755.65843228826,88348.44187166238,88348.44187166238,1035391086334.6595
2026-01-21,88312.84053255555,90213.5627951048,87653.05294494564,89724.20413125702,1477705908470.6147
2026-01-22,89398.23941607063,90091.89624268706,88877.12362020834,89260.53228727853,1277646872366.5703
2026-01-23,89459.27203646343,90475.02095074824,88854.2635866417,89487.84366614968,953702397303.3104
2026-01-23,89459.27203646343,90475.02095074825,88854.2635866417,89487.84366614968,953702397303.3103
2026-01-24,89481.19822572527,89710.01957883479,89135.98941900356,89294.13394489129,791267116797.3727
2026-01-25,89096.86087597598,89168.23984697693,86319.20748686141,86319.20748686141,526537608474.73395
2026-01-25,89096.86087597598,89168.23984697693,86319.20748686141,86319.20748686141,526537608474.734
2026-01-26,86563.18760836108,88146.72826829564,86563.18760836108,88019.52440277697,1243853379283.8137
2026-01-27,88220.23655963481,89269.21442355588,87435.12026106454,89119.68357825458,1016707626107.4912
2026-01-27,88220.23655963481,89269.21442355588,87435.12026106454,89119.68357825458,1016707626107.4913
2026-01-28,89204.22239644526,90117.42255647454,88907.50009004466,89259.32071465063,1088145851939.3983
2026-01-28,89204.22239644526,90117.42255647454,88907.50009004466,89259.32071465063,1088145851939.3984
2026-01-29,89173.2129545617,89173.2129545617,83407.63169632888,84419.9690502148,1277397489688.0938
2026-01-30,84570.40906135936,84570.40906135936,82005.64104750492,84022.41738125011,2017729527861.6882
2026-01-30,84570.40906135936,84570.40906135936,82005.64104750492,84022.41738125011,2017729527861.688
2026-01-31,84121.72844914203,84121.72844914203,77690.91277948217,78078.5454430695,1534913029407.4165
2026-01-31,84121.72844914203,84121.72844914203,77690.91277948217,78078.5454430695,1534913029407.4163
2026-02-01,78641.50691411538,78943.28284591532,77035.921671734,77035.921671734,1699478899223.8557
